trainEx748 lowToMid F T F F F T T F F F T T F T F F F T F F
trainEx56 lowToMid F T F T F T T F F F T T T T T T F F F F
trainEx21 lowToMid F T T F T T T F F F T T T T F F F F F F
trainEx753 lowToMid F F F T F T T T F F T T F T F F F F F F
trainEx591 lowToMid F T F T T T F F F F T T T T T F F T F F
trainEx6 midToHigh F T T F T T T F F F T T F T T F F T F F
trainEx120 lowToMid F T T F F T F T T F T F T T T T F T T F
trainEx550 midToHigh F T T F F T T F F F T F T T T T F T T F
trainEx359 midToHigh F T F F F T F F F F T T T T T T F F F F
trainEx781 lowToMid F T F F T T T T F F T T T T T F F F F F
trainEx680 midToHigh F T T F T T F F F F T T T T T T F T T F
trainEx412 midToHigh T T T F T T T F F F T T F T T T F T F F
trainEx306 midToHigh F T T F F T T T F F T T F T F F F F F F
trainEx290 lowToMid F T F F F F F F F F T T T T T F F F F F
trainEx736 midToHigh F T F F F F T T F F F F T T T T F T T T
trainEx695 midToHigh T F F T T T F F F F T T F T T T F T T F
trainEx51 midToHigh F T T F F F F F F F T T T T T T F T F F
trainEx305 lowToMid F T T F F T T F F F T T F T T T F F F F
trainEx125 midToHigh F T T F F F F F F F T T T T T T F F F F
trainEx508 midToHigh F T T F F T F F F F T F T T T T F T T F
trainEx245 midToHigh F F F F F F T T F F F F F F F F F T T T
trainEx318 midToHigh F T T F F T F F F F T T F T F F F F F F
trainEx873 midToHigh T F F T F T F F F F T T F T T T F T F F
trainEx517 midToHigh T T F T F T F F F F T T F T T F F F F F
trainEx723 lowToMid F T T F T T F F F F T T T F F F F T F F
trainEx248 lowToMid F T F T F T F F F F T T F F F F F F F F
trainEx240 lowToMid F T T F T T T F F F T F T F F F F T T F
trainEx222 midToHigh T T F T F T F F F F T T F T T T F F F F
trainEx184 midToHigh F F F F F T T F F F T T T T F F F F F F
trainEx313 lowToMid T T F T F T F F F F T T F T T T F F F F
trainEx61 midToHigh F T T F F T F F F F T F T T F F F T F F
trainEx551 lowToMid T T T T F T F F F F T T F T F F F F F F
trainEx328 lowToMid F T T F F T T F F F T T T T F F F T F F
trainEx198 lowToMid F T T F F T F F F F T T F T T T F F F F
trainEx781 lowToMid F T F F T T T T F F T T T T T F F F F F
trainEx668 midToHigh F F F T F F F F F F T F F T T T F T T T
trainEx438 midToHigh F T T F T T T F F F T T F T T F F T F F
trainEx419 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx861 midToHigh F T F T T T T F F F T T T T T T F F F F
trainEx339 lowToMid F T T F T T T T T F T T T T F F F T F F
trainEx863 lowToMid F T T F T T T T T F T T F F F F F F F F
trainEx172 lowToMid F T T F F T T T T F T F F F F F F T F F
trainEx607 midToHigh F T T F F T T T F F T T F T F F F F F F
trainEx293 midToHigh F F F T F F T F F F T T F T T T T T F F
trainEx340 lowToMid F T F T F T T F F F T T T F F F F F F F
trainEx676 lowToMid F T T T T T T T T F T T F T F F F F F F
trainEx391 lowToMid F T F T F T F T T F T T F T F F F F F F
