trainEx876 lowToMid F T T F F T T F F F T T T T T T F T T F
trainEx882 lowToMid F T F T F T F F F F T T T F F F F F F F
trainEx819 lowToMid F T F T T F F F F F T T F F F F F T F F
trainEx712 lowToMid F T T F F T F F F F T T F T F F F F F F
trainEx8 lowToMid F T T F F T T T F F T T F T T F F F F F
trainEx244 midToHigh F T T F F T F F F F T F T T F F F T F F
trainEx711 lowToMid T T T T F F F F F F T T F T F F F T F F
trainEx474 midToHigh T T F T F T F F F F T T F T T T F T F F
trainEx382 lowToMid F T T F F T F F F F T T F F F F F F F F
trainEx569 midToHigh F T F F F T F F F F T F T T T F F T T T
trainEx304 midToHigh F T T T F T T F F F T T F F F F F F F F
trainEx488 lowToMid F T T F F T F F F F T T F T T T T F F F
trainEx819 lowToMid F T F T T F F F F F T T F F F F F T F F
trainEx829 midToHigh T F F T F T F F F F T T F T T F F F F F
trainEx154 lowToMid F T F F T T F F F F T T F T T F F T F F
trainEx166 lowToMid F T F T F T F F F F T T T T F F F F F F
trainEx798 lowToMid F T T F F T F F F F T T F T F F F F F F
trainEx731 lowToMid F T T F T T T F F F T T F T F F F F F F
trainEx720 lowToMid F T T F F T F F F F T T T T F F F F F F
trainEx83 lowToMid T T F T T T F F F F T T F T T T F T T T
trainEx696 midToHigh F F F T F T F F F F T T F T T F F F F F
trainEx781 lowToMid F T F F T T T T F F T T T T T F F F F F
trainEx566 lowToMid F T T F F T F T T F T T F T T T F F F F
trainEx299 midToHigh F T F F F T T F F F T T T T T T F T T F
trainEx286 midToHigh F T F T F T T F F F T T T T T F F F F F
trainEx842 midToHigh F T T F F T F F F F T T T T T F F T F F
trainEx888 lowToMid F T T F F T T T F F T T T T F F F F F F
trainEx116 lowToMid F T F F F T T F F F T T T T T T F F F F
trainEx581 midToHigh T T F T T T T F F F T T F T T T F T T F
trainEx679 midToHigh T T F T T T T F F F T T F T T T F T F F
trainEx551 lowToMid T T T T F T F F F F T T F T F F F F F F
trainEx198 lowToMid F T T F F T F F F F T T F T T T F F F F
trainEx848 lowToMid F T T F F T T F F F T T F T T F F T T F
trainEx745 midToHigh F T T F T T F F F F T T T F F F F T T F
trainEx371 midToHigh F T T F F T T F F F T T T T T T F T F F
trainEx623 midToHigh T T F F T T F F F F T T F T T T F F F F
trainEx254 lowToMid F T T F T T F F F F T T T T F F F T T F
trainEx37 lowToMid F T T F T T T F F F T T F T F F F F F F
trainEx110 midToHigh F T T F T T F F F F T T T T F F F F F F
trainEx387 midToHigh F T F F F T T F F F T F T T F F F T T F
trainEx174 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx393 midToHigh F F F T T T T F F F T T F T T F F T F F
trainEx471 lowToMid F T T F F T F F F F T T T F F F F T F F
trainEx134 midToHigh F T T F F F T F F F T F T T T T F T T T
trainEx106 lowToMid F T F F F T T F F F T F T T T T F F F F
trainEx614 midToHigh F T T F F T T F F F T F T T F F F T T F
trainEx886 midToHigh F T T F F T T F F F T F T T F F F T T F
trainEx202 lowToMid F T T F F T F F F F T F T T T F F T T F
trainEx499 lowToMid F T T F F T F F F F T T T T F F F F F F
trainEx813 midToHigh F F F T F T T F F F T F T T T T F T T T
trainEx513 midToHigh F F F T F T T F F F T F F T T T F T T F
trainEx65 lowToMid F T T F F T F F F F T T T T F F F F F F
trainEx855 lowToMid F T T F F T F F F F T T F T T T F F F F
trainEx175 midToHigh F T F T T T F F F F T T F T T T F T T F
trainEx624 lowToMid F F F T F F F F F F T F F T T T F T T F
